chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr10	6302157	6302307	0.94	0.95	0.94	0.86	0.92	0.93	0.86	0.97	0.83	0.96	0.96	0.90	0.92	0.93	0.91	0.91	0.94	0.89	0.95	0.96	0.96	0.67	0.93	0.96	0.96	0.98	0.96	0.95	0.91	0.97	0.97	0.93	0.99	0.98	0.95	0.07	0.89	0.86	0.79
chr10	6530300	6530517	0.84	0.86	0.83	0.68	0.76	0.90	0.68	0.93	0.79	0.96	0.96	0.87	0.94	0.96	0.94	0.96	0.96	0.95	0.96	0.97	0.96	0.74	0.01	0.07	0.91	0.93	0.91	0.95	0.95	0.94	0.83	0.92	0.94	0.94	0.97	0.87	0.90	0.89	0.96
chr10	6734683	6735150	0.88	0.85	0.86	0.77	0.83	0.88	0.81	0.93	0.75	0.93	0.94	0.85	0.96	0.71	0.95	0.95	0.90	0.89	0.93	0.96	0.90	0.62	0.88	0.92	0.94	0.95	0.90	0.92	0.95	0.94	0.94	0.93	0.94	0.97	0.90	0.04	0.89	0.84	0.88
chr10	6739383	6739643	0.97	0.96	0.92	0.86	0.92	0.89	0.84	0.98	0.85	0.97	0.96	0.94	0.98	0.89	0.97	0.98	0.97	0.98	0.96	0.98	0.97	0.70	0.93	0.95	0.97	0.93	0.95	0.91	0.94	0.95	0.97	0.96	0.97	0.91	0.96	0.04	0.93	0.95	0.94
chr10	7161349	7161870	0.59	0.76	0.78	0.09	0.71	0.75	0.37	0.91	0.65	0.93	0.93	0.88	0.93	0.71	0.94	0.92	0.91	0.88	0.93	0.94	0.92	0.70	0.95	0.94	0.95	0.94	0.93	0.84	0.89	0.91	0.94	0.90	0.91	0.86	0.87	0.92	0.90	0.90	0.90
chr10	7162355	7162599	0.81	0.83	0.92	0.17	0.83	0.86	0.59	0.81	0.73	0.96	0.80	0.94	0.95	0.79	0.98	0.98	0.97	0.86	0.96	0.97	0.96	0.71	0.96	0.98	0.97	0.96	0.95	0.88	0.89	0.92	0.96	0.95	0.96	0.96	0.93	0.95	0.93	0.90	0.88
chr10	7175802	7176361	0.96	0.95	0.95	0.70	0.83	0.88	0.76	0.95	0.76	0.95	0.93	0.94	0.94	0.81	0.93	0.93	0.93	0.96	0.96	0.96	0.94	0.76	0.96	0.98	0.86	0.90	0.94	0.88	0.92	0.79	0.92	0.96	0.97	0.98	0.64	0.95	0.05	0.89	0.88
chr10	7499758	7499954	0.88	0.93	0.90	0.79	0.79	0.88	0.78	0.98	0.79	0.96	0.97	0.95	0.92	0.84	0.92	0.94	0.91	0.87	0.91	0.80	0.80	0.74	0.96	0.97	0.96	0.94	0.95	0.25	0.91	0.96	0.77	0.73	0.79	0.80	0.94	0.96	0.95	0.93	0.89
chr10	7560184	7560470	0.94	0.94	0.83	0.71	0.91	0.89	0.71	0.98	0.73	0.98	0.97	0.88	0.20	0.84	0.91	0.96	0.83	0.87	0.95	0.93	0.96	0.53	0.81	0.90	0.94	0.95	0.85	0.85	0.92	0.91	0.96	0.93	0.93	0.97	0.88	0.34	0.91	0.87	0.85
chr10	7982559	7983124	0.92	0.93	0.89	0.90	0.91	0.93	0.89	0.87	0.87	0.94	0.94	0.96	0.95	0.96	0.91	0.96	0.94	0.95	0.17	0.96	0.96	0.83	0.96	0.98	0.97	0.97	0.97	0.89	0.88	0.55	0.67	0.85	0.97	0.96	0.07	0.88	0.95	0.87	0.96
chr10	8013571	8014183	0.97	0.97	0.95	0.94	0.96	0.95	0.93	0.97	0.94	0.97	0.97	0.97	0.98	0.97	0.96	0.97	0.97	0.75	0.96	0.98	0.96	0.88	0.96	0.98	0.98	0.98	0.98	0.93	0.96	0.96	0.83	0.32	0.96	0.97	0.91	0.95	0.82	0.96	0.77
chr10	8051741	8052180	0.04	0.10	0.12	0.13	0.10	0.05	0.07	0.03	0.06	0.04	0.03	0.13	0.06	0.04	0.03	0.05	0.05	0.05	0.07	0.06	0.05	0.01	0.12	0.08	0.04	0.03	0.10	0.84	0.09	0.07	0.39	0.03	0.29	0.33	0.07	0.06	0.07	0.03	0.03
chr10	8070279	8070848	0.90	0.91	0.81	0.77	0.86	0.85	0.71	0.95	0.73	0.92	0.96	0.85	0.92	0.81	0.89	0.90	0.87	0.81	0.97	0.96	0.93	0.66	0.92	0.98	0.95	0.96	0.91	0.11	0.78	0.94	0.93	0.87	0.08	0.21	0.92	0.93	0.92	0.92	0.91
chr10	8284099	8284538	0.84	0.88	0.82	0.18	0.73	0.85	0.54	0.90	0.71	0.94	0.96	0.78	0.89	0.73	0.87	0.86	0.88	0.95	0.95	0.96	0.94	0.64	0.87	0.95	0.94	0.95	0.89	0.93	0.91	0.94	0.97	0.95	0.97	0.98	0.92	0.86	0.90	0.90	0.91
chr10	8331348	8331524	0.90	0.93	0.83	0.85	0.78	0.85	0.71	0.81	0.77	0.96	0.73	0.80	0.88	0.73	0.92	0.93	0.94	0.65	0.96	0.86	0.93	0.67	0.05	0.17	0.86	0.89	0.76	0.95	0.93	0.96	0.97	0.97	0.99	0.96	0.87	0.85	0.94	0.92	0.93
chr10	9229415	9229611	0.89	0.88	0.90	0.76	0.79	0.89	0.77	0.94	0.82	0.96	0.87	0.80	0.95	0.75	0.88	0.86	0.80	0.91	0.97	0.95	0.94	0.64	0.88	0.95	0.93	0.86	0.93	0.79	0.93	0.95	0.87	0.09	0.94	0.95	0.94	0.93	0.90	0.92	0.90
chr10	11007428	11007818	0.87	0.94	0.82	0.92	0.84	0.51	0.72	0.98	0.87	0.85	0.10	0.84	0.88	0.82	0.91	0.89	0.88	0.91	0.96	0.97	0.97	0.73	0.94	0.97	0.97	0.97	0.92	0.95	0.96	0.96	0.70	0.60	0.95	0.97	0.96	0.88	0.92	0.94	0.95
chr10	11007964	11008123	0.81	0.86	0.80	0.88	0.93	0.47	0.80	0.93	0.76	0.84	0.12	0.67	0.86	0.67	0.79	0.86	0.79	0.93	0.95	0.98	0.94	0.66	0.87	0.93	0.94	0.80	0.93	0.93	0.93	0.94	0.85	0.79	0.92	0.95	0.96	0.90	0.86	0.96	0.96
chr10	11164793	11165511	0.01	0.02	0.04	0.01	0.02	0.30	0.02	0.01	0.03	0.01	0.01	0.04	0.01	0.03	0.01	0.00	0.01	0.01	0.02	0.01	0.02	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.02	0.06	0.03	0.02	0.72	0.02	0.05	0.93	0.20
chr10	11207688	11207844	0.97	0.97	0.96	0.92	0.93	0.35	0.82	0.72	0.78	0.95	0.25	0.85	0.97	0.94	0.96	0.95	0.96	0.84	0.97	0.98	0.96	0.73	0.93	0.75	0.96	0.95	0.97	0.92	0.89	0.96	0.97	0.91	0.96	0.98	0.98	0.95	0.94	0.97	0.97
chr10	11301723	11301894	0.97	0.96	0.97	0.95	0.94	0.96	0.92	0.88	0.89	0.98	0.27	0.96	0.94	0.95	0.96	0.95	0.96	0.97	0.97	0.98	0.97	0.79	0.97	0.96	0.98	0.97	0.95	0.94	0.96	0.97	0.97	0.94	0.98	0.98	0.98	0.99	0.94	0.98	0.96
chr10	11301954	11302518	0.93	0.95	0.96	0.93	0.95	0.92	0.87	0.87	0.83	0.95	0.32	0.91	0.92	0.86	0.94	0.93	0.93	0.94	0.96	0.97	0.94	0.76	0.96	0.96	0.97	0.97	0.96	0.92	0.94	0.95	0.96	0.93	0.96	0.96	0.96	0.96	0.93	0.97	0.97
chr10	11363275	11363490	0.86	0.90	0.89	0.85	0.87	0.92	0.75	0.96	0.73	0.96	0.95	0.88	0.86	0.78	0.81	0.87	0.85	0.81	0.81	0.06	0.07	0.71	0.93	0.93	0.94	0.94	0.90	0.90	0.83	0.88	0.94	0.92	0.93	0.92	0.89	0.86	0.87	0.94	0.91
chr10	11535116	11535840	0.94	0.95	0.69	0.94	0.93	0.88	0.90	0.92	0.87	0.88	0.93	0.96	0.97	0.94	0.97	0.91	0.94	0.86	0.75	0.66	0.87	0.70	0.81	0.82	0.64	0.68	0.09	0.87	0.93	0.92	0.97	0.94	0.97	0.94	0.96	0.95	0.94	0.91	0.94
chr10	11789825	11790217	0.84	0.90	0.82	0.81	0.71	0.78	0.60	0.94	0.15	0.91	0.95	0.95	0.94	0.81	0.95	0.96	0.89	0.92	0.94	0.88	0.84	0.60	0.89	0.91	0.93	0.92	0.89	0.89	0.90	0.89	0.94	0.91	0.93	0.96	0.89	0.92	0.86	0.89	0.84
chr10	11845168	11845381	0.90	0.94	0.69	0.85	0.85	0.81	0.85	0.96	0.77	0.89	0.96	0.92	0.96	0.93	0.96	0.94	0.86	0.95	0.97	0.96	0.96	0.73	0.06	0.43	0.82	0.65	0.69	0.87	0.92	0.93	0.94	0.94	0.95	0.93	0.95	0.95	0.94	0.96	0.94
chr10	11936226	11936531	0.88	0.91	0.90	0.87	0.89	0.90	0.85	0.93	0.86	0.88	0.93	0.93	0.94	0.93	0.93	0.93	0.95	0.91	0.88	0.94	0.83	0.87	0.96	0.98	0.96	0.98	0.96	0.88	0.93	0.94	0.91	0.95	0.94	0.90	0.95	0.94	0.95	0.11	0.73
chr10	12025475	12025939	0.93	0.94	0.85	0.87	0.95	0.82	0.89	0.95	0.95	0.68	0.95	0.94	0.98	0.95	0.96	0.98	0.97	0.88	0.96	0.93	0.95	0.01	0.93	0.87	0.82	0.73	0.83	0.93	0.96	0.93	0.97	0.94	0.97	0.97	0.97	0.96	0.89	0.96	0.96
chr10	12070527	12070717	0.95	0.96	0.92	0.95	0.98	0.80	0.94	0.95	0.96	0.94	0.96	0.21	0.98	0.86	0.98	0.97	0.97	0.95	0.96	0.98	0.98	0.87	0.97	0.97	0.97	0.97	0.95	0.97	0.97	0.97	0.98	0.98	0.97	0.96	0.98	0.96	0.97	0.96	0.94
chr10	12071371	12071599	0.93	0.94	0.92	0.90	0.87	0.92	0.87	0.96	0.85	0.95	0.96	0.12	0.98	0.92	0.98	0.96	0.97	0.89	0.95	0.99	0.89	0.79	0.95	0.96	0.95	0.97	0.94	0.89	0.87	0.92	0.96	0.93	0.98	0.95	0.96	0.93	0.94	0.94	0.94
chr10	12164204	12164756	0.92	0.93	0.89	0.90	0.89	0.91	0.87	0.92	0.88	0.81	0.90	0.10	0.94	0.91	0.91	0.93	0.93	0.95	0.95	0.95	0.95	0.81	0.95	0.97	0.97	0.97	0.95	0.91	0.90	0.90	0.93	0.96	0.96	0.91	0.92	0.93	0.93	0.95	0.95
chr10	12203455	12203720	0.95	0.96	0.93	0.94	0.92	0.90	0.92	0.93	0.93	0.95	0.87	0.98	0.96	0.96	0.88	0.46	0.25	0.97	0.95	0.98	0.93	0.81	0.93	0.97	0.97	0.95	0.95	0.94	0.92	0.96	0.96	0.96	0.96	0.95	0.94	0.87	0.96	0.95	0.92
chr10	12234572	12235094	0.92	0.93	0.93	0.86	0.90	0.89	0.89	0.06	0.92	0.96	0.94	0.97	0.98	0.91	0.94	0.94	0.97	0.97	0.97	0.97	0.96	0.75	0.96	0.98	0.97	0.97	0.97	0.76	0.81	0.74	0.87	0.89	0.97	0.96	0.75	0.97	0.94	0.92	0.94
chr10	12252983	12253209	0.92	0.93	0.65	0.88	0.87	0.88	0.91	0.95	0.87	0.91	0.92	0.91	0.95	0.89	0.92	0.96	0.96	0.95	0.87	0.95	0.82	0.67	0.88	0.92	0.85	0.82	0.11	0.90	0.90	0.80	0.90	0.91	0.93	0.97	0.80	0.87	0.90	0.62	0.78
chr10	12299141	12299296	0.95	0.95	0.96	0.87	0.93	0.89	0.87	0.98	0.89	0.93	0.97	0.97	0.80	0.88	0.93	0.93	0.92	0.97	0.95	0.62	0.32	0.79	0.95	0.97	0.97	0.98	0.96	0.90	0.88	0.96	0.97	0.96	0.97	0.97	0.94	0.75	0.93	0.90	0.90
chr10	12376949	12377527	0.83	0.95	0.91	0.91	0.91	0.73	0.77	0.95	0.85	0.96	0.95	0.75	0.98	0.94	0.97	0.98	0.96	0.96	0.04	0.97	0.91	0.75	0.96	0.96	0.97	0.97	0.95	0.90	0.93	0.95	0.96	0.94	0.93	0.98	0.94	0.96	0.92	0.91	0.94
chr10	12410741	12410959	0.95	0.93	0.90	0.80	0.87	0.91	0.82	0.94	0.82	0.95	0.95	0.81	0.97	0.85	0.96	0.95	0.95	0.94	0.95	0.94	0.87	0.60	0.88	0.91	0.95	0.97	0.92	0.93	0.91	0.95	0.96	0.91	0.94	0.96	0.91	0.05	0.86	0.96	0.93
chr10	12453430	12453935	0.94	0.95	0.90	0.81	0.88	0.87	0.79	0.97	0.75	0.95	0.88	0.96	0.98	0.96	0.95	0.94	0.89	0.90	0.97	0.93	0.87	0.69	0.93	0.96	0.96	0.94	0.93	0.92	0.77	0.17	0.83	0.84	0.91	0.88	0.88	0.96	0.89	0.93	0.96
chr10	12881973	12882660	0.91	0.93	0.79	0.75	0.85	0.92	0.73	0.95	0.80	0.95	0.97	0.94	0.95	0.87	0.83	0.87	0.83	0.92	0.94	0.95	0.91	0.57	0.86	0.91	0.93	0.94	0.82	0.55	0.94	0.96	0.95	0.94	0.24	0.91	0.93	0.91	0.91	0.95	0.91
chr10	13046472	13046703	0.78	0.90	0.82	0.79	0.93	0.87	0.77	0.93	0.85	0.92	0.94	0.92	0.89	0.90	0.90	0.91	0.87	0.89	0.97	0.93	0.88	0.67	0.88	0.90	0.91	0.91	0.86	0.28	0.92	0.96	0.85	0.88	0.73	0.94	0.91	0.95	0.90	0.92	0.92
chr10	13693916	13694208	0.96	0.95	0.93	0.88	0.97	0.93	0.93	0.10	0.89	0.95	0.86	0.98	0.89	0.92	0.83	0.84	0.76	0.97	0.97	0.95	0.96	0.71	0.94	0.95	0.95	0.94	0.96	0.95	0.97	0.96	0.97	0.97	0.97	0.96	0.95	0.76	0.94	0.96	0.97
chr10	13730059	13730243	0.83	0.86	0.87	0.72	0.94	0.86	0.79	0.96	0.84	0.92	0.84	0.90	0.03	0.82	0.72	0.65	0.63	0.78	0.96	0.77	0.63	0.65	0.87	0.92	0.95	0.97	0.91	0.25	0.92	0.95	0.88	0.56	0.93	0.96	0.70	0.47	0.79	0.93	0.87
chr10	13732118	13732449	0.79	0.93	0.74	0.93	0.69	0.85	0.89	0.94	0.79	0.94	0.83	0.95	0.95	0.86	0.83	0.80	0.78	0.94	0.79	0.96	0.94	0.62	0.84	0.94	0.95	0.95	0.93	0.15	0.76	0.95	0.96	0.88	0.93	0.96	0.78	0.94	0.90	0.91	0.92
chr10	13747258	13747452	0.96	0.96	0.86	0.94	0.96	0.82	0.93	0.98	0.99	0.97	0.90	0.97	0.98	0.94	0.94	0.93	0.93	0.95	0.93	0.97	0.94	0.67	0.75	0.89	0.95	0.96	0.86	0.92	0.89	0.10	0.98	0.95	0.97	0.98	0.89	0.98	0.95	0.95	0.94
chr10	13766723	13766902	0.92	0.93	0.88	0.91	0.88	0.87	0.92	0.95	0.91	0.96	0.96	0.78	0.11	0.79	0.77	0.75	0.55	0.62	0.94	0.96	0.94	0.62	0.85	0.89	0.94	0.94	0.91	0.65	0.91	0.96	0.95	0.95	0.94	0.95	0.85	0.10	0.92	0.89	0.90
chr10	13885480	13886168	0.83	0.95	0.80	0.95	0.94	0.79	0.93	0.92	0.92	0.08	0.88	0.89	0.93	0.92	0.92	0.90	0.82	0.96	0.96	0.96	0.88	0.60	0.91	0.94	0.92	0.96	0.90	0.91	0.94	0.97	0.96	0.94	0.95	0.89	0.93	0.93	0.91	0.91	0.90
chr10	14471283	14471540	0.93	0.94	0.87	0.90	0.88	0.92	0.86	0.96	0.89	0.96	0.72	0.95	0.94	0.05	0.95	0.94	0.91	0.97	0.96	0.96	0.94	0.72	0.92	0.94	0.96	0.97	0.95	0.94	0.93	0.95	0.97	0.92	0.96	0.97	0.96	0.96	0.96	0.86	0.95
chr10	14703178	14703627	0.62	0.95	0.95	0.14	0.84	0.93	0.77	0.89	0.90	0.95	0.91	0.87	0.98	0.96	0.97	0.95	0.97	0.96	0.95	0.97	0.96	0.61	0.95	0.96	0.90	0.94	0.96	0.90	0.91	0.91	0.96	0.88	0.97	0.96	0.97	0.94	0.97	0.96	0.96
chr10	14958266	14958757	0.92	0.91	0.82	0.89	0.89	0.88	0.88	0.93	0.85	0.24	0.28	0.95	0.92	0.87	0.90	0.90	0.91	0.93	0.89	0.91	0.81	0.85	0.95	0.95	0.96	0.96	0.92	0.91	0.87	0.90	0.94	0.92	0.93	0.90	0.92	0.92	0.92	0.82	0.85
chr10	15222047	15222448	0.96	0.96	0.91	0.94	0.94	0.95	0.94	0.98	0.92	0.91	0.75	0.97	0.95	0.91	0.37	0.02	0.54	0.97	0.95	0.97	0.92	0.69	0.93	0.95	0.96	0.96	0.91	0.94	0.95	0.96	0.97	0.94	0.95	0.95	0.94	0.93	0.95	0.94	0.91
chr10	15414928	15415631	0.92	0.86	0.88	0.12	0.90	0.80	0.62	0.94	0.85	0.96	0.83	0.86	0.97	0.86	0.88	0.93	0.89	0.96	0.95	0.93	0.94	0.67	0.89	0.93	0.94	0.96	0.90	0.96	0.95	0.96	0.96	0.93	0.91	0.94	0.94	0.95	0.94	0.96	0.95
chr10	15532367	15532764	0.78	0.83	0.73	0.11	0.53	0.90	0.53	0.89	0.76	0.51	0.90	0.83	0.87	0.79	0.87	0.89	0.83	0.76	0.77	0.90	0.85	0.72	0.92	0.95	0.95	0.96	0.92	0.88	0.90	0.86	0.63	0.82	0.84	0.84	0.76	0.87	0.88	0.94	0.91
chr10	16752635	16753241	0.93	0.91	0.92	0.89	0.94	0.90	0.89	0.95	0.78	0.91	0.95	0.90	0.12	0.72	0.63	0.89	0.87	0.94	0.92	0.80	0.88	0.85	0.95	0.96	0.96	0.96	0.96	0.90	0.89	0.91	0.95	0.95	0.93	0.94	0.93	0.66	0.91	0.96	0.95
chr10	17524208	17524424	0.95	0.95	0.88	0.85	0.89	0.91	0.90	0.93	0.73	0.95	0.97	0.79	0.91	0.85	0.89	0.91	0.84	0.92	0.94	0.96	0.86	0.74	0.95	0.99	0.95	0.95	0.94	0.91	0.92	0.97	0.93	0.92	0.89	0.92	0.92	0.86	0.94	0.09	0.42
chr10	18071011	18071229	0.90	0.91	0.84	0.69	0.86	0.84	0.83	0.97	0.75	0.94	0.96	0.73	0.97	0.86	0.94	0.95	0.94	0.90	0.90	0.87	0.81	0.57	0.81	0.92	0.94	0.93	0.83	0.06	0.72	0.89	0.63	0.67	0.60	0.63	0.86	0.86	0.84	0.96	0.94
chr10	18476449	18476945	0.89	0.88	0.85	0.72	0.88	0.91	0.76	0.59	0.38	0.93	0.92	0.96	0.93	0.91	0.95	0.94	0.95	0.97	0.93	0.82	0.86	0.63	0.83	0.90	0.94	0.92	0.84	0.88	0.89	0.82	0.93	0.88	0.89	0.94	0.07	0.96	0.82	0.97	0.97
chr10	19050020	19050383	0.96	0.96	0.88	0.76	0.87	0.92	0.79	0.97	0.81	0.96	0.97	0.87	0.95	0.84	0.96	0.94	0.93	0.94	0.95	0.98	0.91	0.74	0.92	0.94	0.95	0.95	0.93	0.96	0.95	0.96	0.97	0.94	0.95	0.96	0.97	0.97	0.92	0.96	0.01
chr10	19154304	19154574	0.94	0.91	0.85	0.68	0.74	0.88	0.61	0.91	0.74	0.89	0.94	0.79	0.92	0.76	0.91	0.91	0.88	0.82	0.86	0.98	0.86	0.60	0.91	0.93	0.93	0.93	0.94	0.56	0.81	0.94	0.85	0.85	0.10	0.11	0.96	0.90	0.88	0.96	0.96
chr10	20178560	20179062	0.93	0.86	0.88	0.85	0.84	0.88	0.73	0.97	0.87	0.96	0.92	0.87	0.96	0.70	0.90	0.90	0.95	0.96	0.94	0.97	0.95	0.71	0.91	0.95	0.97	0.95	0.93	0.22	0.80	0.90	0.92	0.94	0.93	0.95	0.95	0.96	0.86	0.96	0.96
chr10	21238421	21238695	0.98	0.95	0.92	0.87	0.94	0.93	0.82	0.98	0.89	0.97	0.97	0.93	0.97	0.95	0.97	0.96	0.97	0.94	0.96	0.96	0.93	0.74	0.93	0.97	0.96	0.97	0.94	0.94	0.85	0.20	0.79	0.60	0.98	0.97	0.87	0.94	0.92	0.93	0.95
chr10	21334751	21334942	0.86	0.92	0.87	0.90	0.82	0.60	0.75	0.96	0.91	0.94	0.92	0.93	0.97	0.89	0.97	0.97	0.97	0.73	0.77	0.92	0.80	0.70	0.89	0.95	0.96	0.96	0.91	0.05	0.04	0.75	0.80	0.77	0.69	0.64	0.97	0.95	0.92	0.94	0.95
chr10	21750344	21750578	0.87	0.92	0.82	0.89	0.78	0.85	0.73	0.97	0.86	0.95	0.94	0.97	0.97	0.97	0.97	0.97	0.98	0.93	0.96	0.96	0.97	0.80	0.92	0.97	0.96	0.97	0.81	0.39	0.73	0.87	0.81	0.19	0.97	0.93	0.97	0.90	0.92	0.94	0.95
chr10	21758252	21758463	0.83	0.88	0.86	0.77	0.81	0.87	0.82	0.87	0.81	0.88	0.87	0.94	0.91	0.95	0.89	0.92	0.92	0.83	0.89	0.96	0.95	0.82	0.95	0.98	0.96	0.95	0.95	0.45	0.86	0.87	0.92	0.85	0.23	0.77	0.92	0.87	0.92	0.96	0.97
chr10	22577873	22578493	0.85	0.90	0.92	0.83	0.90	0.79	0.83	0.86	0.91	0.07	0.82	0.95	0.95	0.92	0.92	0.95	0.97	0.85	0.85	0.94	0.93	0.81	0.95	0.95	0.96	0.93	0.96	0.94	0.91	0.92	0.92	0.94	0.95	0.94	0.89	0.88	0.91	0.93	0.91
chr10	22671510	22672197	0.90	0.89	0.84	0.88	0.91	0.92	0.87	0.97	0.73	0.10	0.86	0.96	0.93	0.90	0.94	0.93	0.94	0.91	0.92	0.81	0.81	0.75	0.85	0.79	0.94	0.96	0.92	0.90	0.89	0.91	0.95	0.94	0.95	0.91	0.93	0.89	0.90	0.96	0.94
chr10	23005161	23005463	0.90	0.90	0.89	0.81	0.86	0.93	0.71	0.96	0.75	0.97	0.96	0.92	0.97	0.95	0.96	0.94	0.86	0.96	0.95	0.96	0.95	0.65	0.85	0.92	0.94	0.94	0.93	0.74	0.82	0.88	0.06	0.09	0.80	0.89	0.91	0.94	0.91	0.87	0.92
chr10	23421065	23421341	0.91	0.91	0.87	0.81	0.91	0.87	0.76	0.98	0.77	0.96	0.96	0.96	0.98	0.93	0.97	0.98	0.97	0.94	0.97	0.97	0.93	0.65	0.94	0.94	0.97	0.96	0.95	0.86	0.95	0.70	0.47	0.10	0.97	0.97	0.95	0.90	0.74	0.78	0.87
chr10	25063823	25064049	0.97	0.96	0.92	0.94	0.94	0.96	0.93	0.97	0.96	0.96	0.97	0.97	0.97	0.95	0.96	0.97	0.97	0.97	0.84	0.98	0.96	0.73	0.96	0.98	0.97	0.95	0.95	0.96	0.97	0.94	0.97	0.96	0.97	0.98	0.10	0.95	0.97	0.98	0.97
chr10	26211706	26211865	0.04	0.05	0.11	0.06	0.03	0.05	0.07	0.04	0.07	0.20	0.31	0.08	0.54	0.09	0.30	0.36	0.91	0.17	0.11	0.02	0.11	0.03	0.09	0.06	0.07	0.05	0.12	0.04	0.09	0.02	0.09	0.15	0.12	0.14	0.06	0.07	0.11	0.41	0.50
chr10	26213443	26214108	0.09	0.09	0.09	0.05	0.07	0.07	0.09	0.04	0.10	0.30	0.43	0.07	0.35	0.08	0.34	0.35	0.92	0.40	0.10	0.08	0.16	0.04	0.17	0.11	0.11	0.10	0.19	0.09	0.14	0.09	0.20	0.10	0.16	0.22	0.10	0.12	0.13	0.30	0.32
chr10	26735281	26735432	0.96	0.96	0.93	0.92	0.95	0.94	0.93	0.85	0.95	0.87	0.93	0.97	0.94	0.92	0.75	0.91	0.28	0.93	0.69	0.96	0.84	0.81	0.95	0.98	0.98	0.97	0.97	0.93	0.92	0.81	0.86	0.88	0.86	0.95	0.80	0.93	0.83	0.96	0.94
chr10	26855586	26855755	0.94	0.92	0.82	0.94	0.98	0.95	0.92	0.97	0.90	0.89	0.94	0.96	0.95	0.97	0.96	0.97	0.98	0.97	0.96	0.97	0.91	0.88	0.95	0.97	0.93	0.97	0.97	0.87	0.80	0.93	0.84	0.77	0.94	0.95	0.96	0.95	0.95	0.09	0.49
chr10	27101565	27101908	0.89	0.89	0.70	0.88	0.87	0.90	0.82	0.93	0.85	0.93	0.86	0.95	0.95	0.93	0.94	0.94	0.92	0.86	0.74	0.67	0.82	0.69	0.06	0.44	0.91	0.96	0.59	0.89	0.90	0.91	0.94	0.94	0.96	0.84	0.91	0.94	0.90	0.87	0.87
chr10	27188569	27189318	0.92	0.93	0.93	0.91	0.90	0.91	0.91	0.96	0.91	0.91	0.95	0.97	0.92	0.92	0.94	0.94	0.96	0.95	0.95	0.12	0.59	0.80	0.97	0.98	0.97	0.97	0.96	0.91	0.85	0.93	0.94	0.94	0.95	0.88	0.95	0.95	0.92	0.94	0.94
chr10	27476330	27476600	0.90	0.90	0.87	0.80	0.84	0.95	0.75	0.95	0.80	0.96	0.97	0.87	0.96	0.87	0.87	0.93	0.86	0.97	0.95	0.98	0.94	0.67	0.88	0.95	0.97	0.98	0.89	0.11	0.20	0.93	0.94	0.95	0.96	0.94	0.97	0.95	0.89	0.87	0.86
chr10	28201867	28202122	0.90	0.87	0.53	0.76	0.75	0.82	0.71	0.93	0.06	0.73	0.89	0.98	0.66	0.96	0.95	0.98	0.98	0.95	0.95	0.93	0.91	0.79	0.96	0.97	0.97	0.97	0.95	0.56	0.89	0.74	0.92	0.95	0.83	0.96	0.96	0.95	0.96	0.83	0.96
chr10	28396708	28396896	0.64	0.80	0.61	0.67	0.24	0.77	0.60	0.89	0.65	0.88	0.82	0.85	0.94	0.68	0.89	0.87	0.82	0.88	0.87	0.89	0.84	0.62	0.81	0.92	0.95	0.97	0.82	0.81	0.86	0.86	0.93	0.90	0.94	0.94	0.89	0.97	0.91	0.95	0.95
chr10	29352817	29353177	0.84	0.93	0.85	0.85	0.89	0.93	0.85	0.96	0.74	0.96	0.96	0.05	0.89	0.86	0.89	0.91	0.92	0.97	0.94	0.98	0.96	0.67	0.92	0.96	0.95	0.97	0.95	0.92	0.92	0.95	0.95	0.97	0.96	0.97	0.95	0.29	0.94	0.94	0.93
chr10	29411679	29411832	0.91	0.91	0.83	0.88	0.86	0.88	0.88	0.93	0.89	0.92	0.87	0.96	0.87	0.90	0.90	0.84	0.92	0.19	0.92	0.82	0.85	0.83	0.94	0.95	0.96	0.96	0.52	0.95	0.94	0.94	0.95	0.92	0.97	0.93	0.96	0.89	0.88	0.94	0.94
chr10	29480328	29480598	0.91	0.91	0.86	0.89	0.82	0.79	0.87	0.80	0.75	0.93	0.88	0.95	0.94	0.95	0.69	0.89	0.92	0.14	0.44	0.92	0.92	0.69	0.94	0.93	0.95	0.93	0.89	0.84	0.87	0.88	0.84	0.93	0.90	0.77	0.94	0.94	0.93	0.95	0.95
chr10	29666207	29666535	0.95	0.96	0.88	0.95	0.95	0.92	0.91	0.95	0.91	0.95	0.96	0.98	0.97	0.93	0.93	0.91	0.88	0.81	0.94	0.97	0.96	0.64	0.93	0.95	0.96	0.98	0.89	0.47	0.89	0.93	0.71	0.51	0.11	0.41	0.95	0.95	0.96	0.95	0.95
