chromosome	start	end	Monocytes_EPIC	B-cells_EPIC	CD4T-cells_EPIC	NK-cells_EPIC	CD8T-cells_EPIC	Neutrophils_EPIC	Erythrocyte_progenitors	Adipocytes	Cortical_neurons	Hepatocytes	Lung_cells	Pancreatic_beta_cells	Pancreatic_acinar_cells	Pancreatic_duct_cells	Vascular_endothelial_cells	Colon_epithelial_cells	Left_atrium	Bladder	Breast	Head_and_neck_larynx	Kidney	Prostate	Thyroid	Upper_GI	Uterus_cervix
chr11	134332060	134332061	0.0299	0.1746	0.0362	0.0268	0.0285	0.0264	0.0256	0.0043	0.01	0.0111	0.0147	0.01205	0.0095	0.0119	0.0352	0.014	0.0094	0.0101	0.0311	0.0239	0.0169	0.0086	0.0225	0.0437	0.0129
chr11	134738778	134738779	0.9542	0.9602	0.958	0.9586	0.9627	0.9618	0.8373	0.9285	0.9386	0.9099	0.9301	0.90885	0.9052	0.9062	0.9118	0.953	0.8869	0.4578	0.9088	0.8854	0.9296	0.9346	0.923	0.9185	0.9163
chr12	401428	401429	0.0452	0.0581	0.0579	0.05	0.0503	0.0446	0.0518	0.0542	0.0779	0.0511	0.0587	0.1097	0.0518	0.0408	0.2336	0.0544	0.0582	0.0632	0.0791	0.0851	0.0567	0.128	0.0998	0.0629	0.0768
chr12	401438	401439	0.0553	0.0781	0.0713	0.0536	0.0589	0.051	0.0574	0.0756	0.0718	0.0582	0.0709	0.169275	0.0595	0.0749	0.222	0.0586	0.0664	0.0907	0.0941	0.0922	0.0633	0.1466	0.1314	0.0729	0.1106
chr12	549658	549659	0.9576	0.9623	0.9579	0.9567	0.9622	0.9526	0.9781	0.966	0.955	0.9463	0.9604	0.947475	0.9176	0.9536	0.9537	0.9653	0.5723	0.9626	0.9746	0.976	0.9708	0.9717	0.9681	0.962	0.9646
chr12	556663	556664	0.8664	0.8828	0.8788	0.8752	0.8932	0.8458	0.8854	0.8096	0.859	0.8311	0.8646	0.78225	0.7757	0.8447	0.8407	0.8585	0.661	0.8188	0.8643	0.8294	0.8044	0.8426	0.5522	0.8143	0.7944
chr12	556697	556698	0.9789	0.9766	0.9763	0.9761	0.9764	0.9751	0.9844	0.9769	0.9703	0.9648	0.9745	0.966375	0.9008	0.9484	0.9716	0.9792	0.7647	0.984	0.9862	0.9686	0.9755	0.9778	0.6429	0.9863	0.94
chr12	556721	556722	0.8635	0.7733	0.7663	0.8591	0.8045	0.8766	0.9497	0.8349	0.786	0.7944	0.8335	0.7763	0.585	0.7722	0.7869	0.8714	0.6218	0.8864	0.8918	0.8389	0.8987	0.8414	0.476	0.852	0.7982
chr12	1380366	1380367	0.9747	0.9763	0.9696	0.9738	0.9756	0.9704	0.8905	0.9798	0.4577	0.97	0.9518	0.87695	0.9293	0.9574	0.9426	0.9672	0.8822	0.9814	0.9751	0.9793	0.9764	0.9785	0.9725	0.9818	0.9738
chr12	2504748	2504749	0.911	0.8974	0.8829	0.7968	0.8932	0.9046	0.9286	0.9148	0.906	0.6133	0.8673	0.881925	0.8176	0.8747	0.8825	0.9057	0.9405	0.8736	0.9039	0.8981	0.9065	0.9101	0.9081	0.8847	0.9171
chr12	2504775	2504776	0.981	0.9785	0.9745	0.955	0.9733	0.9778	0.9837	0.972	0.9821	0.7224	0.9778	0.975525	0.9526	0.9733	0.9851	0.9842	0.9839	0.9631	0.9762	0.9821	0.9815	0.9857	0.9866	0.9832	0.9809
chr12	2504782	2504783	0.8986	0.8902	0.8799	0.8654	0.8887	0.8975	0.8933	0.8814	0.8735	0.6761	0.843	0.836775	0.8007	0.8147	0.8511	0.8694	0.8737	0.854	0.8895	0.8748	0.8805	0.8832	0.8734	0.8667	0.8868
chr12	2691743	2691744	0.0064	0.0067	0.0074	0.004	0.0054	0.0052	0.0032	0.2084	0.5624	0.0093	0.0208	0.4871	0.1136	0.0731	0.3168	0.0046	0.458	0.2086	0.4993	0.1887	0.208	0.2129	0.169	0.1663	0.2893
chr12	2691753	2691754	0.0028	0.0032	0.0018	0.0045	0.0015	0.005	0.0139	0.1485	0.588	0.0086	0.011	0.50515	0.0664	0.0358	0.2209	0.0052	0.5034	0.0979	0.5305	0.0958	0.1258	0.127	0.0856	0.1322	0.2681
chr12	2879904	2879905	0.8919	0.8878	0.4761	0.8752	0.7027	0.8926	0.9249	0.9307	0.887	0.9059	0.9008	0.90525	0.9158	0.9337	0.8929	0.9078	0.9362	0.9094	0.9258	0.8981	0.9203	0.9222	0.9256	0.9039	0.9309
chr12	3172492	3172493	0.9562	0.9682	0.9611	0.9596	0.9668	0.9557	0.9789	0.9786	0.9836	0.9818	0.9475	0.984175	0.9768	0.9621	0.9638	0.9727	0.7616	0.9786	0.9898	0.9887	0.9897	0.9875	0.9551	0.9785	0.9834
chr12	3200329	3200330	0.0152	0.0202	0.0189	0.0193	0.0232	0.0242	0.0073	0.063	0.0138	0.5689	0.0315	0.0109	0.017	0.0047	0.019	0.0155	0.1134	0.017	0.0409	0.0121	0.1483	0.0039	0.0062	0.0128	0.0096
chr12	3821757	3821758	0.8923	0.8877	0.8827	0.8793	0.8962	0.8793	0.8897	0.8741	0.8945	0.8616	0.8444	0.87455	0.8702	0.8941	0.8557	0.8638	0.8944	0.8682	0.9084	0.8639	0.9044	0.3337	0.9006	0.8481	0.7631
chr12	4164868	4164869	0.028	0.0297	0.0278	0.0288	0.0292	0.0278	0.0183	0.0337	0.0391	0.0308	0.0328	0.14575	0.715	0.0589	0.0262	0.0376	0.0341	0.0275	0.0372	0.0225	0.03	0.1679	0.0278	0.0436	0.0323
chr12	4164904	4164905	0.1218	0.1211	0.1348	0.1166	0.1207	0.1141	0.0694	0.1314	0.1305	0.1432	0.1186	0.21305	0.6926	0.1751	0.1137	0.1074	0.1356	0.0788	0.0853	0.1023	0.0784	0.2097	0.0939	0.1124	0.1018
chr12	4275713	4275714	0.0284	0.0855	0.0557	0.3322	0.0721	0.0318	0.0297	0.1934	0.0815	0.059	0.0524	0.102925	0.0522	0.0702	0.0946	0.0506	0.2096	0.1096	0.1337	0.0761	0.1171	0.1104	0.0836	0.1175	0.1129
chr12	4275722	4275723	0.0095	0.0571	0.035	0.1957	0.047	0.0124	0.0022	0.1308	0.0285	0.0306	0.0231	0.0378	0.0175	0.0317	0.0564	0.03	0.158	0.0826	0.1075	0.0409	0.0641	0.0803	0.0365	0.0837	0.0746
chr12	4275724	4275725	0.058	0.1108	0.0821	0.2466	0.1007	0.0673	0.0667	0.2009	0.099	0.0944	0.0762	0.1506	0.0865	0.0876	0.1312	0.0698	0.2027	0.1485	0.1997	0.1137	0.1707	0.1684	0.1055	0.1612	0.1672
chr12	4589919	4589920	0.8522	0.9031	0.8678	0.8482	0.865	0.0689	0.9179	0.8189	0.8864	0.6723	0.7741	0.8137	0.7963	0.8973	0.7798	0.9002	0.8892	0.8548	0.8862	0.8665	0.8953	0.8697	0.9041	0.8071	0.8799
chr12	6180681	6180682	0.9268	0.9481	0.934	0.9416	0.9351	0.9252	0.9787	0.204	0.4225	0.368	0.5381	0.873975	0.8858	0.8794	0.2632	0.8315	0.3211	0.5122	0.6938	0.703	0.4809	0.7681	0.6696	0.7324	0.1922
chr12	6215882	6215883	0.9436	0.9479	0.9389	0.9414	0.9459	0.9489	0.8702	0.954	0.8397	0.9348	0.145	0.86625	0.5447	0.6654	0.2687	0.0518	0.8422	0.4741	0.47	0.2978	0.5987	0.2361	0.3368	0.4073	0.6221
chr12	6327510	6327511	0.9713	0.9724	0.9713	0.9744	0.9743	0.9573	0.9885	0.3523	0.955	0.9604	0.9465	0.9567	0.9455	0.9622	0.6178	0.9592	0.745	0.8781	0.672	0.8394	0.795	0.9275	0.9038	0.8521	0.5838
chr12	6333360	6333361	0.3836	0.8091	0.6516	0.2438	0.2919	0.2677	0.829	0.7599	0.8047	0.8437	0.7723	0.82375	0.8298	0.8485	0.7492	0.8712	0.8199	0.7576	0.8002	0.7724	0.7929	0.8155	0.8135	0.741	0.8078
chr12	6333441	6333442	0.8385	0.915	0.8454	0.5082	0.4748	0.7033	0.9779	0.8781	0.9229	0.9432	0.8858	0.9547	0.9258	0.9416	0.8039	0.9304	0.959	0.9452	0.9226	0.9444	0.9336	0.9707	0.9642	0.9432	0.9566
chr12	6333788	6333789	0.9369	0.9496	0.7051	0.3851	0.2617	0.889	0.9759	0.7008	0.9054	0.9544	0.5738	0.9431	0.9259	0.9358	0.743	0.9539	0.9196	0.8517	0.6853	0.5892	0.8121	0.8955	0.8646	0.8012	0.8164
chr12	6333879	6333880	0.775	0.8681	0.7606	0.3866	0.3211	0.701	0.9006	0.5083	0.8337	0.8686	0.6346	0.82465	0.8495	0.8273	0.6684	0.8491	0.7724	0.8056	0.6567	0.5941	0.7833	0.8352	0.8292	0.7162	0.781
chr12	6384098	6384099	0.0159	0.0456	0.0484	0.0187	0.1048	0.0118	0.0172	0.0081	0.4759	0.008	0.0085	0.00775	0.0063	0.0057	0.0103	0.0112	0.0353	0.0287	0.0262	0.0402	0.0189	0.0217	0.0186	0.0398	0.0246
chr12	6384104	6384105	0.041	0.0995	0.1202	0.0503	0.2068	0.0454	0.0231	0.021	0.6051	0.0415	0.0334	0.031675	0.0458	0.0389	0.0464	0.0416	0.0839	0.0405	0.0323	0.0383	0.0235	0.0267	0.0305	0.0534	0.0391
chr12	6384112	6384113	0.079	0.1073	0.1181	0.0894	0.1381	0.0896	0.0392	0.0396	0.5667	0.0918	0.073	0.0576	0.0795	0.0845	0.0963	0.1227	0.1141	0.0346	0.0376	0.0105	0.0211	0.0199	0.039	0.0336	0.0429
chr12	6471331	6471332	0.0383	0.1072	0.064	0.0639	0.0632	0.034	0.2298	0.0711	0.0492	0.0897	0.0757	0.103425	0.0741	0.0866	0.1005	0.0528	0.0822	0.038	0.0619	0.0731	0.0779	0.0764	0.0806	0.0661	0.0916
chr12	6636705	6636706	0.9657	0.9472	0.9591	0.9514	0.9647	0.9609	0.977	0.8199	0.9195	0.9431	0.9128	0.952225	0.9475	0.9581	0.9519	0.9609	0.9764	0.675	0.962	0.6253	0.9777	0.9688	0.9638	0.9816	0.9727
chr12	6786939	6786940	0.9139	0.9039	0.1157	0.8713	0.5604	0.9082	0.9418	0.55	0.7058	0.92	0.849	0.8167	0.7883	0.8216	0.8439	0.9241	0.6769	0.7679	0.7614	0.782	0.8556	0.6619	0.8378	0.796	0.7836
chr12	6789334	6789335	0.718	0.7343	0.2766	0.6918	0.7655	0.7081	0.7039	0.6452	0.7883	0.8346	0.7551	0.780875	0.7508	0.8264	0.7519	0.8321	0.7795	0.4612	0.7397	0.7324	0.7243	0.7756	0.7635	0.7218	0.7604
chr12	6789619	6789620	0.1129	0.3941	0.0854	0.3049	0.5519	0.1149	0.3387	0.606	0.7546	0.8238	0.5264	0.6371	0.6986	0.7627	0.6836	0.8113	0.7123	0.3748	0.5273	0.6006	0.617	0.6264	0.556	0.6033	0.6356
chr12	6866965	6866966	0.0959	0.4154	0.4552	0.3333	0.4956	0.0701	0.1359	0.0249	0.06	0.0228	0.0309	0.0331	0.0271	0.0297	0.049	0.0259	0.026	0.0314	0.0263	0.0359	0.0257	0.0246	0.0382	0.0356	0.0311
chr12	6883845	6883846	0.943	0.946	0.936	0.9379	0.9494	0.9343	0.976	0.943	0.9479	0.9481	0.4948	0.934675	0.9278	0.9342	0.93	0.8103	0.9655	0.9496	0.9627	0.9525	0.9622	0.9445	0.9471	0.9111	0.9499
chr12	6883882	6883883	0.8178	0.8165	0.8153	0.8086	0.832	0.8141	0.8627	0.8302	0.7622	0.8181	0.5541	0.75845	0.7536	0.7556	0.7797	0.7492	0.8506	0.805	0.8437	0.8235	0.8356	0.8166	0.7837	0.7673	0.825
chr12	6946494	6946495	0.0489	0.0747	0.0698	0.2342	0.1275	0.045	0.1393	0.4459	0.4144	0.0491	0.0979	0.0679	0.0664	0.059	0.3763	0.051	0.3793	0.2555	0.2796	0.2308	0.2355	0.1872	0.138	0.2251	0.3708
chr12	6946520	6946521	0.0128	0.0263	0.0244	0.1762	0.0518	0.0134	0.0263	0.6163	0.4983	0.0114	0.0374	0.02945	0.0201	0.0198	0.4282	0.0171	0.4685	0.249	0.2571	0.1868	0.1974	0.14	0.0893	0.2002	0.4115
chr12	7014610	7014611	0.9412	0.9514	0.944	0.9441	0.9465	0.945	0.9726	0.9604	0.7823	0.9305	0.942	0.9468	0.9395	0.9552	0.9158	0.9207	0.9653	0.9634	0.95	0.9643	0.5737	0.9638	0.9624	0.9676	0.9583
chr12	7128316	7128317	0.8715	0.874	0.8688	0.8725	0.8763	0.8664	0.9205	0.7694	0.8444	0.0361	0.8552	0.81935	0.8513	0.886	0.7868	0.8933	0.82	0.7518	0.7628	0.8594	0.4382	0.8078	0.839	0.7822	0.7194
chr12	7128362	7128363	0.9845	0.9827	0.9812	0.9809	0.9796	0.9812	0.9909	0.9296	0.9612	0.0433	0.9686	0.982775	0.9672	0.9779	0.8881	0.9872	0.9228	0.9034	0.8819	0.9786	0.5742	0.9327	0.9539	0.9181	0.8318
chr12	7128375	7128376	0.9748	0.9736	0.972	0.9732	0.976	0.9704	0.9906	0.8964	0.9099	0.0675	0.9543	0.9606	0.955	0.9677	0.8836	0.9822	0.8844	0.8948	0.8916	0.9802	0.6103	0.9391	0.9563	0.929	0.845
chr12	10030568	10030569	0.9014	0.8867	0.9108	0.9076	0.9092	0.6226	0.9188	0.9063	0.9007	0.8156	0.9029	0.86705	0.8692	0.879	0.8854	0.898	0.9314	0.9012	0.8797	0.9267	0.8645	0.9131	0.9208	0.9014	0.9266
chr12	10030573	10030574	0.9058	0.9119	0.9041	0.9012	0.9144	0.6144	0.9159	0.9204	0.8593	0.8423	0.8997	0.888825	0.8978	0.9084	0.8776	0.9121	0.9375	0.9216	0.9149	0.9207	0.9028	0.9187	0.9242	0.9228	0.9246
chr12	10030609	10030610	0.9314	0.9611	0.9617	0.9589	0.9633	0.5408	0.9705	0.963	0.9327	0.9313	0.9518	0.9599	0.9438	0.9495	0.9254	0.9583	0.9745	0.9714	0.9674	0.9684	0.9669	0.9645	0.9673	0.9616	0.9654
chr12	10030621	10030622	0.88	0.939	0.9402	0.9334	0.9415	0.406	0.9605	0.9642	0.9474	0.8739	0.9384	0.952625	0.9237	0.9462	0.8805	0.9527	0.9729	0.9524	0.954	0.9558	0.9539	0.959	0.9592	0.958	0.9596
chr12	10030635	10030636	0.8748	0.9078	0.8948	0.9071	0.9086	0.4804	0.8285	0.8172	0.7833	0.7236	0.8846	0.825125	0.7974	0.8685	0.8518	0.9128	0.8626	0.8639	0.8386	0.8374	0.8278	0.8575	0.8568	0.7966	0.8648
chr12	10312673	10312674	0.9559	0.9507	0.9351	0.1423	0.8326	0.949	0.9755	0.9532	0.9377	0.8712	0.9352	0.95545	0.9063	0.9036	0.9326	0.9461	0.9721	0.9693	0.97	0.9761	0.9709	0.9693	0.9663	0.9582	0.9592
chr12	10390474	10390475	0.8476	0.7943	0.8432	0.1889	0.351	0.8209	0.6668	0.8282	0.7506	0.5852	0.8673	0.79825	0.7191	0.8579	0.843	0.8633	0.8466	0.8853	0.8728	0.8922	0.8537	0.8994	0.8803	0.8339	0.8871
chr12	10392484	10392485	0.0377	0.1218	0.5468	0.0446	0.041	0.042	0.0679	0.5311	0.525	0.8439	0.0747	0.778275	0.8746	0.8562	0.5027	0.9009	0.5565	0.2718	0.3148	0.4953	0.7843	0.2238	0.8451	0.2638	0.6933
chr12	11745350	11745351	0.4903	0.7434	0.878	0.805	0.8805	0.444	0.0742	0.8689	0.7956	0.9056	0.8726	0.8694	0.7382	0.9188	0.7656	0.9091	0.8944	0.8532	0.8893	0.9158	0.8976	0.9003	0.9269	0.752	0.8987
chr12	12069979	12069980	0.1212	0.8166	0.8919	0.871	0.8923	0.7304	0.8652	0.7982	0.8597	0.9032	0.8571	0.88055	0.8728	0.8961	0.852	0.765	0.8394	0.8397	0.8677	0.8729	0.8766	0.8847	0.9028	0.8439	0.8915
chr12	12723661	12723662	0.0207	0.0297	0.0266	0.023	0.0214	0.0256	0.0098	0.0174	0.1421	0.0241	0.0239	0.167425	0.0288	0.0319	0.0105	0.0132	0.0115	0.0078	0.0196	0.0107	0.0244	0.0227	0.0147	0.0129	0.0152
chr12	14843593	14843594	0.8997	0.9055	0.8892	0.8779	0.9073	0.8902	0.086	0.6952	0.9002	0.0485	0.823	0.7446	0.5096	0.3735	0.2426	0.7926	0.3732	0.8336	0.8234	0.8654	0.7308	0.8361	0.8288	0.5057	0.8233
chr12	14843649	14843650	0.8628	0.8764	0.8481	0.823	0.8561	0.8372	0.1127	0.6401	0.8666	0.0511	0.8083	0.7175	0.3872	0.2415	0.2506	0.671	0.3693	0.7604	0.7981	0.7849	0.7077	0.7777	0.7937	0.4836	0.7867
chr12	14843653	14843654	0.8759	0.8859	0.8608	0.8483	0.8566	0.8663	0.0913	0.7042	0.8853	0.0346	0.8362	0.741575	0.504	0.3325	0.2289	0.7164	0.423	0.8246	0.8326	0.8521	0.7722	0.8347	0.8367	0.4909	0.8353
chr12	16605051	16605052	0.0645	0.1552	0.1083	0.0747	0.135	0.0649	0.0594	0.0835	0.0813	0.2023	0.0182	0.06355	0.0489	0.0552	0.068	0.1629	0.0954	0.2946	0.6509	0.178	0.2033	0.3617	0.0508	0.1841	0.3389
chr12	19404386	19404387	0.8425	0.8038	0.1695	0.1092	0.0638	0.8164	0.9075	0.8587	0.8937	0.8406	0.8871	0.865325	0.7502	0.9025	0.8598	0.8947	0.9059	0.84	0.8762	0.8378	0.8841	0.8792	0.8694	0.8266	0.8786
chr12	19404400	19404401	0.9018	0.895	0.2114	0.138	0.0933	0.896	0.9179	0.8831	0.9088	0.8913	0.9168	0.89365	0.8683	0.9114	0.8734	0.8978	0.9279	0.8597	0.8956	0.8614	0.9027	0.8958	0.89	0.8652	0.8868
chr12	19404409	19404410	0.8342	0.8187	0.2701	0.1729	0.1189	0.8149	0.8774	0.8388	0.862	0.8355	0.834	0.832175	0.8525	0.87	0.814	0.8381	0.8797	0.8106	0.8556	0.8224	0.8518	0.8438	0.8428	0.8193	0.8469
chr12	19439966	19439967	0.0361	0.0427	0.039	0.0355	0.0376	0.0378	0.0793	0.0635	0.0515	0.0517	0.0518	0.0487	0.0577	0.0555	0.057	0.0677	0.2018	0.0112	0.0319	0.007	0.021	0.0051	0.015	0.0184	0.0196
chr12	22690081	22690082	0.0724	0.9215	0.9115	0.9035	0.9226	0.0636	0.8853	0.9279	0.8508	0.8891	0.8809	0.921775	0.8927	0.8986	0.8609	0.9168	0.9291	0.9199	0.9284	0.9365	0.9139	0.9315	0.9388	0.8964	0.9251
chr12	24839322	24839323	0.9659	0.6134	0.3661	0.7782	0.453	0.9687	0.9762	0.6885	0.9742	0.9732	0.9811	0.98175	0.9702	0.9829	0.8978	0.9797	0.9658	0.8716	0.7397	0.8284	0.9615	0.9398	0.9475	0.843	0.8909
chr12	24948514	24948515	0.0162	0.0205	0.0302	0.0341	0.0308	0.027	0.0793	0.0	0.1151	0.055	0.0378	0.152575	0.036	0.1821	0.0368	0.2265	0.1305	0.0424	0.1467	0.0866	0.0832	0.3359	0.4743	0.0542	0.0397
chr12	26233900	26233901	0.9746	0.9745	0.9748	0.9736	0.9721	0.9718	0.9826	0.7223	0.3491	0.97	0.9667	0.9672	0.9556	0.9624	0.9028	0.9715	0.8049	0.9516	0.5616	0.8933	0.9698	0.9468	0.9634	0.8662	0.4951
chr12	27261234	27261235	0.9107	0.9139	0.9198	0.9162	0.9142	0.9105	0.8948	0.9094	0.8607	0.8808	0.9146	0.56875	0.7675	0.113	0.8616	0.929	0.8857	0.8876	0.8936	0.9342	0.9113	0.92	0.9338	0.9021	0.9
chr12	31346386	31346387	0.1398	0.3451	0.5509	0.3291	0.5786	0.1255	0.1536	0.7585	0.8486	0.9002	0.8446	0.7481	0.8462	0.6887	0.7841	0.8756	0.8007	0.3647	0.7351	0.4071	0.359	0.1033	0.8637	0.6392	0.2564
chr12	32377762	32377763	0.8324	0.9139	0.8592	0.6707	0.8747	0.8279	0.1524	0.8449	0.8941	0.9188	0.8894	0.884825	0.8594	0.9147	0.7817	0.9174	0.7436	0.7521	0.8917	0.8395	0.8181	0.6539	0.9022	0.8639	0.7656
chr12	32878282	32878283	0.9477	0.9386	0.93	0.9357	0.9368	0.9431	0.9685	0.939	0.6835	0.9428	0.9435	0.78395	0.8588	0.4691	0.8741	0.918	0.7476	0.9629	0.9653	0.9499	0.9698	0.893	0.9439	0.9512	0.8961
chr12	42479400	42479401	0.903	0.2896	0.904	0.8979	0.9063	0.9071	0.8862	0.9052	0.8037	0.8394	0.8808	0.891225	0.8723	0.874	0.8426	0.8877	0.9136	0.9074	0.9222	0.9338	0.9144	0.9333	0.9228	0.9305	0.9299
chr12	46373882	46373883	0.007	0.0326	0.0158	0.0059	0.0415	0.006	0.0024	0.3497	0.7487	0.3224	0.3887	0.88615	0.6209	0.7086	0.3781	0.0503	0.2987	0.0314	0.6679	0.2468	0.1007	0.696	0.7535	0.0874	0.2745
chr12	46373900	46373901	0.0533	0.0957	0.0666	0.0499	0.1054	0.0422	0.0684	0.4725	0.8148	0.4866	0.5241	0.849475	0.6542	0.7544	0.4716	0.1373	0.51	0.1363	0.7453	0.4245	0.2573	0.7346	0.771	0.2527	0.4954
chr12	47820740	47820741	0.0505	0.1958	0.4913	0.7173	0.777	0.0441	0.0854	0.0615	0.0867	0.2413	0.0457	0.256075	0.1665	0.0348	0.0915	0.0574	0.0578	0.1244	0.0889	0.1011	0.074	0.0788	0.0766	0.1182	0.0769
chr12	48351353	48351354	0.0409	0.1216	0.4183	0.1836	0.4183	0.0252	0.0345	0.049	0.0489	0.0323	0.0303	0.02515	0.0258	0.0128	0.0457	0.0286	0.038	0.0701	0.0608	0.0803	0.0432	0.0457	0.0516	0.0603	0.0483
chr12	48351460	48351461	0.0236	0.1233	0.3615	0.0732	0.3562	0.0245	0.0128	0.0489	0.0494	0.0369	0.0259	0.02255	0.0202	0.0167	0.1229	0.0147	0.0463	0.1121	0.0676	0.1235	0.0465	0.0589	0.0771	0.0891	0.0893
chr12	48693766	48693767	0.9287	0.9266	0.9276	0.9344	0.9211	0.9246	0.308	0.8983	0.8662	0.8647	0.9218	0.894425	0.7801	0.8882	0.9104	0.9293	0.7983	0.9288	0.9201	0.9344	0.9116	0.9309	0.9317	0.8779	0.9248
chr12	48788696	48788697	0.0144	0.0776	0.155	0.0776	0.2502	0.0156	0.0133	0.0242	0.0163	0.0143	0.0104	0.023125	0.0183	0.0058	0.021	0.0126	0.0342	0.0375	0.0291	0.0392	0.0237	0.0271	0.0269	0.0442	0.0258
chr12	49089933	49089934	0.0122	0.0147	0.0136	0.0104	0.014	0.0128	0.0033	0.0341	0.0587	0.0121	0.0124	0.04345	0.0295	0.0116	0.1529	0.0136	0.1073	0.0502	0.0319	0.0444	0.0311	0.03	0.0428	0.1123	0.089
chr12	49131350	49131351	0.0107	0.0134	0.0152	0.012	0.0157	0.0132	0.009	0.0043	0.0076	0.3057	0.0091	0.0056	0.0115	0.0069	0.0149	0.0117	0.0105	0.0021	0.0048	0.0007	0.0047	0.0025	0.0028	0.0045	0.0031
chr12	49233227	49233228	0.0259	0.7645	0.801	0.7446	0.8057	0.0194	0.0512	0.4462	0.1147	0.1488	0.2165	0.173875	0.0602	0.0197	0.391	0.8515	0.2501	0.3165	0.7256	0.6512	0.4195	0.3856	0.475	0.23	0.2035
chr12	49295680	49295681	0.0256	0.0425	0.0398	0.0312	0.0792	0.0258	0.0102	0.052	0.1129	0.0176	0.0504	0.493575	0.1846	0.0283	0.0657	0.0152	0.0773	0.1274	0.2064	0.0533	0.055	0.1065	0.041	0.0827	0.1683
chr12	49903994	49903995	0.0058	0.02	0.0041	0.0062	0.005	0.0056	0.0075	0.006	0.0129	0.0211	0.0351	0.008325	0.0219	0.0126	0.0118	0.1315	0.0048	0.0218	0.1648	0.0141	0.0276	0.0667	0.0383	0.2677	0.0556
chr12	49904010	49904011	0.0396	0.0557	0.0444	0.044	0.038	0.046	0.013	0.0248	0.0239	0.0527	0.0884	0.038975	0.0654	0.0322	0.0268	0.2185	0.0244	0.0665	0.2288	0.0332	0.0632	0.1103	0.0963	0.3968	0.0861
chr12	50050739	50050740	0.0155	0.0751	0.1098	0.0294	0.1296	0.0183	0.0082	0.0276	0.1362	0.0425	0.0136	0.408725	0.0401	0.0149	0.0232	0.0276	0.0248	0.0298	0.1007	0.0251	0.0434	0.0876	0.0406	0.0313	0.0157
chr12	50745538	50745539	0.5352	0.9064	0.9037	0.8947	0.9103	0.0426	0.8671	0.7086	0.8478	0.872	0.8485	0.85495	0.8911	0.8771	0.8459	0.9133	0.9054	0.9029	0.8669	0.914	0.9014	0.9137	0.9175	0.8491	0.9
chr12	50924704	50924705	0.0283	0.0304	0.4168	0.0373	0.1662	0.0272	0.0154	0.042	0.3541	0.031	0.0322	0.03805	0.031	0.0326	0.0461	0.0278	0.0595	0.0962	0.0776	0.0903	0.0638	0.069	0.0598	0.0783	0.0565
chr12	51424852	51424853	0.0032	0.0028	0.0044	0.0032	0.0024	0.0047	0.0045	0.0026	0.007	0.0319	0.0176	0.03605	0.4608	0.0455	0.0105	0.014	0.0032	0.0025	0.0025	0.0142	0.0023	0.0028	0.0026	0.0035	0.006
chr12	51684978	51684979	0.615	0.9186	0.9157	0.9276	0.8904	0.1489	0.8963	0.8058	0.8705	0.9418	0.91	0.9395	0.9258	0.8163	0.8595	0.8929	0.926	0.9132	0.9053	0.9388	0.9404	0.9513	0.9548	0.8812	0.9368
chr12	52308280	52308281	0.0048	0.0109	0.0058	0.0031	0.0084	0.0016	0.0101	0.0012	0.0067	0.0095	0.003	0.002575	0.1812	0.0127	0.001	0.0002	0.0	0.0003	0.0041	0.0022	0.0045	0.0036	0.0017	0.0001	0.0017
chr12	52367437	52367438	0.9475	0.9472	0.937	0.942	0.9511	0.9364	0.9755	0.9338	0.9445	0.9249	0.9398	0.9529	0.951	0.9523	0.8938	0.9312	0.9622	0.9593	0.9626	0.9684	0.9602	0.9606	0.9705	0.9699	0.7905
chr12	52903763	52903764	0.0103	0.016	0.0156	0.0077	0.0134	0.0109	0.0124	0.0047	0.194	0.0021	0.0058	0.0036	0.007	0.0062	0.0347	0.0062	0.1488	0.019	0.0085	0.013	0.0318	0.0081	0.004	0.0091	0.0494
chr12	53054394	53054395	0.0583	0.0614	0.0545	0.0597	0.0538	0.053	0.0483	0.5291	0.1535	0.0701	0.1006	0.077925	0.0896	0.0684	0.1881	0.0548	0.3684	0.1828	0.2937	0.1853	0.2182	0.1132	0.1508	0.1406	0.1892
chr12	53054396	53054397	0.0509	0.0513	0.0523	0.0507	0.0498	0.0494	0.0535	0.4925	0.1511	0.0606	0.105	0.0754	0.0715	0.0603	0.1574	0.057	0.315	0.161	0.2568	0.1582	0.1877	0.0962	0.1276	0.1289	0.1612
chr12	53054450	53054451	0.0231	0.0311	0.0295	0.0264	0.0224	0.0258	0.0273	0.2887	0.0778	0.0756	0.0459	0.0639	0.0445	0.0348	0.0581	0.0341	0.1923	0.0848	0.1647	0.0828	0.0893	0.0559	0.0605	0.0676	0.0832
chr12	53103354	53103355	0.6957	0.6624	0.6107	0.1355	0.215	0.6707	0.6193	0.7957	0.8142	0.5897	0.7771	0.80605	0.8122	0.8277	0.7812	0.8432	0.849	0.7339	0.8236	0.7647	0.7944	0.8042	0.7959	0.7312	0.8035
chr12	53103363	53103364	0.4612	0.4968	0.5173	0.1035	0.162	0.4501	0.333	0.7213	0.8421	0.3828	0.7259	0.816425	0.8256	0.7973	0.769	0.873	0.686	0.6247	0.779	0.6842	0.7033	0.724	0.6867	0.6503	0.7253
